0.0001,100,1,5
1 = Jupiter,2 = Callisto,3 = Io,4 = Europa,5 = Ganymede
time,energy,ang_mom,r1x,r1y,r1z,v1x,v1y,v1z,r2x,r2y,r2z,v2x,v2y,v2z,r3x,r3y,r3z,v3x,v3y,v3z,r4x,r4y,r4z,v4x,v4y,v4z,r5x,r5y,r5z,v5x,v5y,v5z
0.001,-40378.09310178329,211.2303905570489,-3.504090507549095e-06,-7.776949565418622e-06,-3.327230297222197e-07,-0.004244597869403883,-0.01647220495363108,-0.0006556924735146138,-0.947437071685322,-0.03162280938485881,-0.01369337479089217,3.790477141957288,-115.0191954238725,-3.548107887149146,0.04896601259765884,-0.2051658354616063,-0.006529938416358693,238.5895941230795,54.87324487014007,5.362459677209209,-0.1121441851877059,-0.3189281953750353,-0.01301650787771345,181.9742809891129,-63.17317081436713,1.932754330484922,0.4385059584584616,-0.3050827713941122,-0.0054037394823699,88.00447471656045,126.3132733814725,6.067822465536016
0.0011,-40377.98827082301,211.2303905570489,-3.907448388776028e-06,-9.512366608757501e-06,-4.011316124045187e-07,-0.00373824638155209,-0.01821154689897738,-0.0007103235739797544,-0.9469876746270977,-0.0431223833177989,-0.01404716890437337,5.197108619295749,-114.9637458827697,-3.527512012421478,0.07249526866608418,-0.198297278738326,-0.005949732013448645,230.4243961526812,81.99985926779338,6.201537279901484,-0.09376345814113893,-0.324724388257301,-0.01280196282033925,185.3410781286293,-52.65181215939255,2.354804224700184,0.4471244136961073,-0.292324842924387,-0.004794715130197801,84.32889129752259,128.7923195413802,6.110136401235979
0.0012,-40377.88051060419,211.2303905570489,-4.251739783859513e-06,-1.14192589452141e-05,-4.747877445181705e-07,-0.003066738710664207,-0.01989287457419345,-0.0007603814352572208,-0.9463976499614628,-0.05461555856141274,-0.01439887719337647,6.602927193586634,-114.8912269081632,-3.506392932373378,0.09505089182819509,-0.1887658636080476,-0.005289630960378397,219.1911359729602,107.9533841247838,6.955177213095005,-0.07507596956198004,-0.3294585578069139,-0.01254554703277341,188.1041093649256,-41.94955596608157,2.769492823989873,0.4553717367179662,-0.2793243074858361,-0.004181712202122705,80.58338198366872,131.1644027105627,6.147377511182688
0.0013,-40377.7713675199,211.230390557049,-4.520796130908869e-06,-1.349094152359619e-05,-5.532078994559628e-07,-0.002237962053064864,-0.02149903446126759,-0.0008053740998132841,-0.9456670891883804,-0.06610062869943154,-0.01474844749084805,8.007728725737772,-114.8016502285026,-3.484753752947822,0.1163334958606762,-0.1767066019133693,-0.004558696570829645,205.0577752148226,132.3908830033432,7.613701711891852,-0.0561426362681538,-0.3331142994505173,-0.01224806425554127,190.2534880338796,-31.10041922200057,3.175477788897314,0.463241090092841,-0.2660919623822744,-0.003565239627961263,76.7710792290637,133.4275487956413,6.179515018583288
0.0014,-40377.66235967879,211.2303905570489,-4.699332194472486e-06,-1.571906583746762e-05,-6.358625644808273e-07,-0.001261615050970829,-0.02301400875540972,-0.0008448760922690881,-0.9447961042163153,-0.07757588860711327,-0.01509582794396603,9.411309198686771,-114.6950299433289,-3.462597652550599,0.1360624468711596,-0.162287687007379,-0.003766890618000027,188.2296755320173,154.9937135993542,8.168826915240558,-0.03702527195520412,-0.3356786416513139,-0.01191045147499395,191.7811830378487,-20.13899884654554,3.571438538836782,0.4707259525637789,-0.2526387977267079,-0.002945809198406047,72.89517288642816,135.579876428792,6.206522493179753
0.0015,-40377.55495262502,211.2303905570489,-4.773119141103035e-06,-1.809374327467814e-05,-7.221831179097804e-07,-0.0001490376990577235,-0.02442309790138619,-0.0008785324137892444,-0.943784827348643,-0.08903963468809734,-0.01544096702135817,10.81346474544585,-114.5713825183778,-3.439927881500353,0.1539794309670797,-0.1457078591934984,-0.002924931187781533,168.9459678699506,175.4713532944046,8.613745571165008,-0.01778639966058406,-0.3371420992198264,-0.01153377654777392,192.6810565745916,-9.100376660950515,3.956080246705988,0.4778201246701266,-0.238975987096516,-0.002323935129325313,68.9589077971287,137.6195982956746,6.228377867366444
0.0016,-40377.45054092834,211.2303905570489,-4.72913973428403e-06,-2.060368541774486e-05,-8.115690472386762e-07,0.001086973999985455,-0.02571307672865438,-0.0009060613855530124,-0.9426334112672261,-0.1004901651107888,-0.0157838135202661,12.21399167760419,-114.4307267810031,-3.416747761487222,0.1698516404451497,-0.1271934163484981,-0.002044141503767025,147.475600025508,193.564662595607,8.943185302434651,0.001510939359714213,-0.337498716983504,-0.01111923542565275,192.9488979829746,1.979978383825966,4.32813783279628,0.4845177341232046,-0.225114878067573,-0.001700133624932758,64.96558121056471,139.5450222364542,6.245063442294026
0.0017,-40377.35043750922,211.2303905570489,-4.555724341105943e-06,-2.323635862040901e-05,-9.033953950203829e-07,0.002432364414085497,-0.02687232385484906,-0.0009272563902002324,-0.9413420290131221,-0.111925780044298,-0.01612431657365561,13.61268651413917,-114.273083915795,-3.393060685037458,0.1834745509721813,-0.106994926674377,-0.001136294127294603,124.1131524982778,209.048579385291,9.153443475211363,0.02080337993601087,-0.3367461035430612,-0.01066814898121466,192.5824533671288,13.06631067207921,4.686379950120748,0.4908132409122396,-0.2110669826492252,-0.001074922440866508,60.91853990493589,141.35455216953,6.256565884343083
0.0018,-40377.25587055608,211.2303905570489,-4.24266685146693e-06,-2.597815018871467e-05,-9.970203252787226e-07,0.003872021797548659,-0.02789092468915686,-0.0009419865788880833,-0.9399108739643982,-0.1233447818939478,-0.01646242565727359,15.00934601042763,-114.0984774602862,-3.368870114981619,0.1946742709448053,-0.08538370047143987,-0.0002134528087247521,99.17450577396059,221.7342508687013,9.242400107282384,0.04002743003313997,-0.3348854548490882,-0.0101819594356286,191.581450688618,24.1226810113889,5.029612953121599,0.4967014421041918,-0.196843967633667,-0.0004488204480641414,56.82117691114156,143.0466889550683,6.262876214950016
0.0019,-40377.16798457982,211.2303905570489,-3.781319981596211e-06,-2.881454355824039e-05,-1.091792710798e-06,0.005389985457006691,-0.02876074890567515,-0.0009501966246904498,-0.9383401598110366,-0.1347454755363552,-0.01679809059665193,16.40376718737771,-113.9069333006602,-3.344179583924203,0.2033094521269734,-0.06264807650063674,0.0007121858941618739,72.99243329789883,231.4706214987852,9.209510527272524,0.05911967007373447,-0.3319215673407835,-0.009662226390590337,189.9476200286895,35.11307224455831,5.356684840801259,0.502177476294468,-0.1824576448582115,0.0001776528021234956,52.6769278390147,144.6200313570434,6.263989799171662
0.002,-40377.08783983625,211.2303905570489,-3.164669760065592e-06,-3.17302999698497e-05,-1.187059650216813e-06,0.006969653547748861,-0.02947550366675815,-0.0009519056108123013,-0.9366301205269227,-0.1461261685540799,-0.01713126157405843,17.79574736062319,-113.698479667392,-3.318992693712952,0.209272757604385,-0.03908957617168281,0.001628449296729753,45.91218424035888,238.145503929663,9.055779660579063,0.07801695403887789,-0.3278628404001766,-0.009110622467468351,187.6847087268139,46.00149725284049,5.666489164078721,0.5072368276719948,-0.1679199613622583,0.0008039775117701909,48.48926694201547,146.0732772358859,6.259906338859245
0.0021,-40377.01640563967,211.2303905570489,-2.387389272046438e-06,-3.470964429159201e-05,-1.28217383296046e-06,0.008593988975254811,-0.03003076415920853,-0.0009472051449582638,-0.934781010338912,-0.1574851714698336,-0.01746188913539453,19.18508416973798,-113.4731471307666,-3.293313114906375,0.2124918889750452,-0.01501897571470414,0.002523341826277687,18.28710947096704,241.686166251297,8.783719883469614,0.09665661181909725,-0.3227212678902154,-0.008528928557774592,184.7984911023685,56.75210918218196,5.957968885819335,0.5118753296828712,-0.1532429894110343,0.001429634069895345,44.26170316112251,147.4052250006638,6.250629873870454
0.0022,-40376.95454769602,211.2303905570489,-1.44587196501463e-06,-3.77364528016914e-05,-1.376500679208466e-06,0.01024572137300189,-0.03042398316778185,-0.0009362567897626905,-0.9327931036929751,-0.1688207979802332,-0.01778992419703971,20.57157560743959,-113.2309685962334,-3.267144586238356,0.2129301794985785,0.009247657078576589,0.003385193273423676,-9.525626392134377,242.0594724307149,8.397294364437917,0.1149766522593516,-0.3165124185637402,-0.007919028690304484,181.2967724666662,67.32931368720088,6.230120180626416,0.5160891683042195,-0.1384389163621255,0.002054103486544282,39.99777639247101,148.6147752178426,6.236168790318136
0.0023,-40376.90301381395,211.2303905570489,-3.382449974460604e-07,-4.079444092514838e-05,-1.469425190912998e-06,0.01190754360237001,-0.03065448145949622,-0.0009192888940963654,-0.930666695217424,-0.1801313651890803,-0.0181153180526422,21.95502004875857,-112.9719792995657,-3.240490914078968,0.2105867636966183,0.03339291877143884,0.00420280069916527,-37.16921391032898,239.2716140880599,7.901847710905675,0.1329159663124305,-0.3092554051527752,-0.007282904521649309,177.1893871345765,77.69788294959157,6.481996160166985,0.5198748849613655,-0.1235200343674658,0.002676867827958972,35.70105411969378,149.7009321888611,6.216535830940933
